id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,Essentials,TV,Air conditioning,Elevator,Hangers,Washer,Iron,Laptop friendly workspace,Family/kid friendly,Hot water,Cable TV,Hair dryer,Free parking on premises,Smoking allowed,Dishes and silverware,Refrigerator,Doorman,Buzzer/wireless intercom,property_type_Apartment,room_type_Private room,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,neighbourhood_mean_price
40923480,2012.0,0,96.0,96.0,1,1,6,2.0,3.0,3.0,260.0,2,1,1125,1,5,90,1125,1.2,611.1,29,55,65,88,1,1,0,92,87,5,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,802.2762237762238
41658932,2014.0,0,10.0,10.0,1,1,6,1.0,2.0,1.0,600.0,1,3,1125,3,5,1125,1125,3.1,1125.0,28,53,83,358,0,0,0,5,5,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,802.2762237762238
40775395,2014.0,0,1.0,1.0,0,1,4,2.0,0.0,3.0,480.0,1,3,7,3,3,7,7,3.0,7.0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,802.2762237762238
2652117,2014.0,0,1.0,1.0,0,0,8,2.5,3.0,7.0,491.0,8,3,30,3,3,30,30,3.0,30.0,9,18,34,309,126,27,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,802.2762237762238
23925525,2017.0,0,3.0,3.0,0,1,3,1.0,1.0,1.0,801.0,1,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,0,0,1,3,3,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,802.2762237762238
35650863,2016.0,0,261.0,261.0,1,1,6,2.0,2.0,3.0,428.0,1,3,1125,3,5,1125,1125,3.0,1125.0,25,43,73,253,2,2,0,185,180,5,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,802.2762237762238
26182072,2016.0,0,58.0,58.0,0,0,4,1.0,1.0,2.0,457.0,1,3,700,3,5,700,700,3.1,700.0,18,39,49,49,0,0,1,55,55,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,802.2762237762238
18976998,2015.0,1,2.0,2.0,1,1,2,1.0,1.0,1.0,281.0,2,2,120,2,6,120,120,2.2,120.0,6,17,42,293,99,46,1,2,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,802.2762237762238
41663138,2011.0,0,42.0,42.0,0,1,4,2.0,2.0,4.0,1649.0,1,5,1125,5,5,1125,1125,5.0,1125.0,26,56,86,176,0,0,0,43,43,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,802.2762237762238
28394408,2012.0,0,4.0,4.0,0,1,3,1.0,1.0,2.0,147.0,1,2,1125,2,2,1125,1125,2.0,1125.0,28,51,81,356,3,3,0,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,802.2762237762238
41477720,2016.0,0,1.0,1.0,0,1,6,2.0,2.0,2.0,1301.0,1,1,28,1,1,28,28,1.0,28.0,0,1,1,11,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,802.2762237762238
16477055,2016.0,0,1.0,1.0,0,0,4,3.0,3.0,4.0,348.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,8,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,802.2762237762238
11417962,2016.0,0,1.0,1.0,0,1,5,2.0,3.0,5.0,999.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,2,2,2,3,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,802.2762237762238
22065187,2013.0,0,7.0,7.0,0,0,3,1.0,1.0,2.0,451.0,2,5,365,5,5,365,365,5.0,365.0,0,0,0,0,0,0,0,7,4,3,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,802.2762237762238
2996408,2014.0,0,5.0,5.0,0,1,2,1.5,1.0,0.0,386.0,2,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,9,2,1,3,0,3,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,802.2762237762238
9976363,2014.0,0,1.0,1.0,1,1,3,1.0,1.0,1.0,701.0,3,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,4,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,802.2762237762238
8970998,2011.0,0,34.0,34.0,1,0,6,2.0,3.0,3.0,1700.0,4,3,1125,3,3,1125,1125,3.0,1125.0,27,50,80,170,3,1,0,25,24,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,802.2762237762238
12846392,2016.0,0,58.0,58.0,0,0,4,1.0,1.0,2.0,470.0,1,4,700,4,5,700,700,5.0,700.0,0,0,0,0,0,0,1,55,55,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,802.2762237762238
21175874,2014.0,0,53.0,53.0,0,0,4,1.0,2.0,4.0,294.0,4,2,30,2,5,90,90,2.1,90.0,23,49,79,348,6,3,1,43,39,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,802.2762237762238
13769695,2016.0,0,1.0,1.0,1,1,6,3.0,3.0,4.0,2002.0,1,10,30,10,10,30,30,10.0,30.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,802.2762237762238
21883631,2015.0,0,2.0,2.0,1,0,6,4.0,2.0,4.0,3500.0,4,7,360,7,7,360,360,7.0,360.0,23,53,83,173,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,802.2762237762238
15465749,2011.0,0,34.0,34.0,1,1,5,2.0,2.0,5.0,478.0,5,3,90,3,3,30,90,3.0,87.7,24,48,78,269,5,1,0,25,24,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,802.2762237762238
2942332,2012.0,1,2.0,2.0,1,1,2,1.0,1.0,1.0,101.0,1,2,31,2,3,31,31,2.0,31.0,10,23,53,53,236,38,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,802.2762237762238
11540645,2015.0,0,2.0,2.0,1,0,10,5.0,4.0,5.0,2518.0,1,4,1125,4,4,1125,1125,4.0,1125.0,26,50,80,170,2,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,802.2762237762238
31692606,2018.0,1,4.0,4.0,0,1,7,2.0,2.0,1.0,290.0,1,3,90,3,6,1125,1125,3.0,1125.0,0,1,21,279,5,5,1,4,4,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,802.2762237762238
22938505,2017.0,0,1.0,1.0,0,0,4,2.0,2.0,2.0,1351.0,2,3,1125,2,3,1125,1125,2.7,1125.0,29,54,84,359,2,2,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,802.2762237762238
2720169,2014.0,0,2.0,2.0,1,1,7,2.5,3.0,7.0,1049.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,24,54,329,2,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,802.2762237762238
899314,2013.0,0,2.0,2.0,1,1,5,2.5,2.0,2.0,252.0,4,5,60,5,5,1125,1125,5.0,1125.0,0,0,0,0,26,5,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,802.2762237762238
996981,2012.0,1,61.0,61.0,1,1,4,1.0,1.0,1.0,634.0,1,7,90,7,7,90,90,7.0,90.0,29,59,89,364,1,0,0,58,58,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,802.2762237762238
32281795,2016.0,1,1.0,1.0,0,1,9,2.0,3.0,4.0,600.0,2,2,300,2,2,300,300,2.0,300.0,5,24,50,140,17,17,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,802.2762237762238
7995967,2012.0,0,96.0,96.0,1,1,4,1.0,1.0,2.0,294.0,1,2,1125,1,5,90,1125,2.0,251.8,17,26,52,269,69,5,1,92,87,5,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,802.2762237762238
16235479,2013.0,0,2.0,2.0,1,1,4,1.0,1.0,3.0,399.0,1,2,260,2,2,260,260,2.0,260.0,0,0,0,213,1,0,0,2,2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,802.2762237762238
14550259,2015.0,0,10.0,10.0,0,0,5,3.0,3.0,3.0,10000.0,5,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,364,0,0,0,10,10,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,802.2762237762238
23375293,2014.0,0,40.0,40.0,1,1,5,2.0,2.0,3.0,689.0,1,7,1125,7,7,1125,1125,7.0,1125.0,17,17,17,17,1,0,0,39,39,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,802.2762237762238
38997273,2017.0,0,1.0,1.0,1,0,2,1.0,1.0,1.0,122.0,1,1,1125,1,1,1125,1125,1.0,1125.0,11,29,39,39,7,7,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,802.2762237762238
29777144,2016.0,1,2.0,2.0,0,1,2,1.0,1.0,1.0,252.0,1,4,15,4,4,15,15,4.0,15.0,30,49,64,318,6,5,1,2,0,2,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,802.2762237762238
1015351,2012.0,1,61.0,61.0,1,1,5,1.5,2.0,2.0,634.0,1,7,90,7,7,90,90,7.0,90.0,29,52,82,357,1,0,0,58,58,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,802.2762237762238
13053245,2015.0,0,2.0,2.0,0,0,2,1.0,1.0,2.0,898.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,802.2762237762238
1359067,2013.0,0,1.0,1.0,1,0,2,2.5,1.0,1.0,399.0,1,1,10,1,1,10,10,1.0,10.0,23,49,79,169,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,802.2762237762238
27829438,2016.0,0,1.0,1.0,0,1,4,2.5,2.0,2.0,449.0,1,2,15,2,2,15,15,2.0,15.0,30,54,84,359,3,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,802.2762237762238
1589483,2013.0,0,3.0,3.0,0,1,4,1.5,1.0,5.0,319.0,4,2,1125,2,2,1125,1125,2.0,1125.0,30,54,84,359,11,5,0,4,4,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,802.2762237762238
33172325,2016.0,0,2.0,2.0,1,0,2,1.5,1.0,1.0,193.0,1,1,4,1,1,4,4,1.0,4.0,28,52,82,172,2,2,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,802.2762237762238
40778811,2019.0,0,0.0,0.0,0,1,1,0.0,1.0,2.0,130.0,1,2,10,2,2,10,10,2.0,10.0,27,54,84,174,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,802.2762237762238
35343701,2016.0,0,2.0,2.0,0,1,6,2.0,2.0,3.0,478.0,1,3,62,3,3,62,62,3.0,62.0,2,23,53,328,2,2,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,802.2762237762238
13766448,2013.0,0,7.0,7.0,0,1,4,2.0,2.0,3.0,449.0,3,2,365,2,2,365,365,2.0,365.0,0,0,0,0,5,1,0,7,4,3,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,802.2762237762238
39667929,2013.0,0,16.0,16.0,1,0,2,1.0,1.0,1.0,180.0,1,1,60,1,2,60,60,1.3,60.0,6,11,18,247,14,14,1,15,15,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,802.2762237762238
30536130,2018.0,0,1.0,1.0,0,1,4,1.0,2.0,2.0,294.0,1,4,1125,4,5,1125,1125,4.0,1125.0,13,37,67,282,6,5,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,802.2762237762238
24226430,2012.0,1,52.0,52.0,1,1,5,3.0,2.0,3.0,520.0,1,3,1125,3,3,1125,1125,3.0,1125.0,28,54,84,359,1,1,0,47,47,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,802.2762237762238
13538628,2013.0,0,1.0,1.0,1,1,6,4.0,3.0,3.0,3999.0,1,3,20,3,3,20,20,3.0,20.0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,802.2762237762238
10740337,2016.0,0,1.0,1.0,1,1,4,2.0,2.0,2.0,399.0,1,3,1125,3,3,1125,1125,3.0,1125.0,22,48,73,348,18,5,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,802.2762237762238
32698658,2016.0,0,1.0,1.0,0,1,4,2.0,2.0,2.0,142.0,1,2,4,2,2,4,4,2.0,4.0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,802.2762237762238
40723054,2017.0,0,1.0,1.0,0,1,4,2.0,1.0,3.0,801.0,3,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,1,1,1,2,2,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,802.2762237762238
41704359,2015.0,0,1.0,1.0,1,1,6,2.0,2.0,3.0,999.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,25,55,145,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,802.2762237762238
2966442,2014.0,0,0.0,0.0,0,1,4,1.0,1.0,2.0,227.0,4,2,1125,2,2,1125,1125,2.0,1125.0,1,6,36,138,150,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,802.2762237762238
16438335,2016.0,0,1.0,1.0,0,1,6,1.5,2.0,2.0,701.0,4,3,1125,3,3,1125,1125,3.0,1125.0,26,50,80,80,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,802.2762237762238
12170302,2013.0,0,1.0,1.0,1,1,4,2.0,2.0,2.0,399.0,1,4,31,4,4,31,31,4.0,31.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,802.2762237762238
40010265,2015.0,0,0.0,0.0,0,1,4,1.0,1.0,2.0,361.0,2,2,1125,2,2,1125,1125,2.0,1125.0,18,43,73,348,3,3,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,802.2762237762238
31931729,2015.0,0,1.0,1.0,0,1,4,2.0,2.0,2.0,298.0,1,2,30,2,2,30,30,2.0,30.0,2,2,22,22,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,802.2762237762238
40923568,2012.0,0,96.0,96.0,1,1,6,1.0,2.0,4.0,294.0,2,1,1125,1,5,90,1125,1.6,611.1,29,54,84,281,0,0,0,92,87,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,802.2762237762238
2582364,2013.0,0,2.0,2.0,1,1,4,2.0,2.0,3.0,428.0,1,5,1125,5,5,1125,1125,5.0,1125.0,30,55,85,360,5,3,0,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,802.2762237762238
924693,2013.0,0,1.0,1.0,1,1,2,1.0,1.0,1.0,201.0,2,1,1125,1,1,1125,1125,1.0,1125.0,0,16,46,321,13,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,802.2762237762238
2209202,2013.0,0,1.0,1.0,1,1,2,1.5,1.0,2.0,201.0,1,1,365,1,1,365,365,1.0,365.0,18,40,70,345,35,2,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,802.2762237762238
12812853,2016.0,0,1.0,1.0,0,1,2,1.0,2.0,2.0,999.0,1,25,30,25,25,30,30,25.0,30.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,802.2762237762238
2685953,2014.0,0,1.0,1.0,0,1,4,1.5,2.0,2.0,1200.0,1,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,802.2762237762238
32486122,2014.0,0,0.0,0.0,0,1,4,1.5,2.0,2.0,2002.0,1,3,6,3,3,6,6,3.0,6.0,0,5,5,5,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,802.2762237762238
21723652,2010.0,0,41.0,41.0,1,0,4,1.0,1.0,2.0,301.0,2,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,5,0,0,29,29,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,802.2762237762238
37908226,2019.0,0,2.0,2.0,0,0,2,2.0,1.0,1.0,451.0,1,7,30,7,7,30,30,7.0,30.0,5,7,7,28,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,802.2762237762238
30125758,2017.0,0,1.0,1.0,0,1,4,1.0,1.0,1.0,401.0,1,2,30,2,2,30,30,2.0,30.0,0,0,0,0,21,18,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,802.2762237762238
14084130,2016.0,0,1.0,1.0,0,1,1,1.0,1.0,1.0,168.0,1,2,1125,2,2,1125,1125,2.0,1125.0,21,41,71,346,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,802.2762237762238
5271164,2014.0,0,2.0,2.0,1,0,2,1.0,1.0,2.0,252.0,1,1,1125,1,1,1125,1125,1.0,1125.0,29,53,83,358,10,4,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,802.2762237762238
16826772,2017.0,0,1.0,1.0,0,1,2,1.0,1.0,1.0,1498.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,25,55,330,6,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,802.2762237762238
6638706,2014.0,0,1.0,1.0,1,0,4,2.0,1.0,2.0,222.0,2,5,1125,5,5,1125,1125,5.0,1125.0,0,16,46,321,15,7,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,802.2762237762238
41244267,2018.0,0,0.0,0.0,0,1,3,1.0,1.0,2.0,399.0,1,5,1125,5,5,1125,1125,5.0,1125.0,0,26,56,331,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,802.2762237762238
2130431,2013.0,0,1.0,1.0,0,1,5,2.0,2.0,5.0,348.0,2,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,265,29,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,802.2762237762238
30741272,2015.0,0,1.0,1.0,0,1,3,1.0,2.0,3.0,401.0,3,6,30,6,6,30,30,6.0,30.0,0,0,0,0,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,802.2762237762238
40616584,2011.0,0,65.0,65.0,1,1,6,3.0,3.0,4.0,1037.0,4,1,1125,1,2,90,90,1.8,90.0,22,46,76,280,0,0,1,56,54,2,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,802.2762237762238
32125042,2015.0,0,2.0,2.0,0,1,2,2.0,2.0,2.0,802.0,1,2,1125,2,2,1125,1125,2.0,1125.0,28,58,68,68,0,0,0,2,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,802.2762237762238
12151998,2016.0,0,0.0,0.0,1,1,5,2.0,2.0,3.0,852.0,6,5,5,5,5,5,5,5.0,5.0,0,1,1,1,2,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,802.2762237762238
37078269,2012.0,0,0.0,0.0,1,1,4,1.5,1.0,1.0,252.0,2,2,15,2,2,15,15,2.0,15.0,3,12,12,124,4,4,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,802.2762237762238
11541388,2015.0,0,1.0,1.0,1,0,3,1.5,1.0,1.0,231.0,2,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,3,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,802.2762237762238
16542447,2016.0,0,1.0,1.0,0,1,2,1.0,1.0,1.0,351.0,1,4,11,4,4,11,11,4.0,11.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,802.2762237762238
3003656,2014.0,0,1.0,1.0,0,1,2,1.5,1.0,1.0,172.0,1,1,1125,1,1,1125,1125,1.0,1125.0,24,48,78,78,5,5,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,802.2762237762238
10231588,2014.0,1,20.0,20.0,1,0,6,2.5,2.0,2.0,285.0,2,1,900,1,5,900,900,1.4,900.0,0,21,51,51,28,5,0,29,26,3,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,802.2762237762238
36307460,2016.0,0,5.0,5.0,0,1,4,1.0,1.0,1.0,382.0,1,1,1125,1,1,1125,1125,1.0,1125.0,23,37,67,342,3,3,1,3,3,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,802.2762237762238
4944928,2015.0,0,1.0,1.0,1,1,5,3.0,2.0,3.0,650.0,4,2,2,2,5,2,2,2.0,2.0,12,33,54,282,29,10,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,802.2762237762238
29561068,2017.0,0,0.0,0.0,0,1,2,1.0,1.0,1.0,298.0,2,4,30,4,4,30,30,4.0,30.0,1,11,11,62,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,802.2762237762238
35314402,2018.0,1,11.0,11.0,0,1,8,4.0,4.0,4.0,2812.0,1,4,1125,4,7,1125,1125,4.1,1125.0,29,59,89,269,0,0,0,9,9,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,802.2762237762238
11335195,2015.0,0,2.0,2.0,0,1,6,2.5,3.0,3.0,3147.0,1,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,1,0,0,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,802.2762237762238
7557160,2014.0,0,2.0,2.0,1,0,7,3.0,3.0,4.0,348.0,3,2,15,2,2,15,15,2.0,15.0,0,0,0,81,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,802.2762237762238
21994555,2016.0,0,1.0,1.0,0,1,4,1.0,3.0,3.0,382.0,1,1,18,1,1,18,18,1.0,18.0,24,48,78,353,23,15,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,802.2762237762238
35961078,2016.0,0,1.0,1.0,0,1,4,2.5,2.0,3.0,348.0,1,2,30,2,2,30,30,2.0,30.0,22,22,22,31,2,2,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,802.2762237762238
3136639,2014.0,0,1.0,1.0,0,0,3,2.0,2.0,2.0,2002.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,802.2762237762238
2640348,2014.0,0,1.0,1.0,0,1,8,3.0,3.0,5.0,3500.0,1,30,40,30,30,40,40,30.0,40.0,30,60,90,365,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,802.2762237762238
37349345,2016.0,0,34.0,34.0,0,1,4,2.0,2.0,2.0,600.0,3,2,1125,2,3,1125,1125,2.0,1125.0,5,35,65,340,0,0,0,19,19,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,802.2762237762238
40541766,2019.0,0,0.0,0.0,0,1,4,4.0,3.0,3.0,1498.0,1,1,30,1,1,30,30,1.0,30.0,30,60,90,180,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,802.2762237762238
12041948,2016.0,0,1.0,1.0,0,1,5,3.0,3.0,5.0,2501.0,1,15,30,15,15,30,30,15.0,30.0,30,60,90,365,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,802.2762237762238
11066150,2014.0,1,5.0,5.0,1,1,3,1.0,1.0,2.0,122.0,2,2,14,2,2,14,14,2.0,14.0,0,0,0,20,72,18,1,5,2,3,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,802.2762237762238
