id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,Essentials,TV,Air conditioning,Elevator,Hangers,Washer,Iron,Laptop friendly workspace,Family/kid friendly,Hot water,Cable TV,Hair dryer,Free parking on premises,Smoking allowed,Dishes and silverware,Refrigerator,Doorman,Buzzer/wireless intercom,property_type_Apartment,room_type_Private room,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,neighbourhood_mean_price
22067437,2017.0,0,1.0,1.0,0,1,2,1.0,0.0,1.0,401.0,1,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.5839575530586
19526830,2016.0,0,1.0,1.0,0,1,4,1.0,1.0,2.0,250.0,1,3,30,3,3,30,30,3.0,30.0,29,50,80,355,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,486.5839575530586
16975607,2014.0,0,7.0,7.0,1,1,5,2.0,3.0,4.0,881.0,4,5,90,5,5,90,90,5.0,90.0,0,0,0,259,2,2,1,4,3,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,486.5839575530586
32955916,2019.0,0,1.0,1.0,0,1,1,1.0,1.0,1.0,252.0,1,4,7,4,4,7,7,4.0,7.0,30,60,90,365,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,486.5839575530586
40612979,2014.0,0,4.0,4.0,0,1,4,1.0,1.0,2.0,751.0,1,4,10,4,4,1125,1125,4.0,1125.0,25,55,63,63,1,1,1,6,2,4,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,486.5839575530586
41536268,2013.0,0,0.0,0.0,0,1,4,1.0,1.0,2.0,243.0,1,1,7,1,1,7,7,1.0,7.0,28,32,40,40,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.5839575530586
6434655,2015.0,1,2.0,2.0,1,1,2,1.0,1.0,1.0,151.0,1,2,10,2,5,10,10,2.0,10.0,7,15,30,112,152,43,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,486.5839575530586
38665280,2016.0,0,3.0,3.0,0,1,4,1.0,1.0,2.0,250.0,1,3,15,3,3,15,15,3.0,15.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,486.5839575530586
12622305,2016.0,0,1.0,1.0,0,0,4,1.0,1.0,4.0,999.0,1,3,1125,3,3,1125,1125,3.0,1125.0,30,60,90,365,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,486.5839575530586
1364690,2013.0,1,2.0,2.0,0,1,2,1.0,1.0,1.0,130.0,1,4,1125,4,4,1125,1125,4.0,1125.0,3,6,6,6,131,23,0,2,2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,486.5839575530586
14235814,2016.0,0,1.0,1.0,0,0,2,1.0,1.0,1.0,600.0,1,7,1125,7,7,1125,1125,7.0,1125.0,30,60,90,365,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,486.5839575530586
8610332,2015.0,0,1.0,1.0,0,0,3,1.0,0.0,1.0,151.0,1,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,200,30,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,486.5839575530586
16708036,2016.0,1,1.0,1.0,1,1,4,2.0,1.0,3.0,122.0,2,2,30,2,2,30,30,2.0,30.0,4,30,60,148,45,17,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,486.5839575530586
14616746,2014.0,0,5.0,5.0,1,0,4,1.0,1.0,3.0,172.0,4,1,1125,1,1,1125,1125,1.0,1125.0,9,20,43,301,182,69,1,5,4,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,486.5839575530586
30909428,2018.0,0,1.0,1.0,0,1,7,3.0,3.0,4.0,1200.0,1,3,30,3,3,30,30,3.0,30.0,19,42,72,347,3,2,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,486.5839575530586
38801115,2019.0,0,2.0,2.0,0,1,2,1.0,1.0,0.0,151.0,1,2,1125,2,2,1125,1125,2.0,1125.0,1,22,52,52,1,1,1,2,2,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,486.5839575530586
34109033,2019.0,0,15.0,15.0,0,1,2,2.0,1.0,2.0,109.0,1,2,120,2,2,120,120,2.0,120.0,30,51,81,356,2,2,0,11,4,7,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,486.5839575530586
16517418,2016.0,0,2.0,2.0,0,1,2,1.0,1.0,1.0,151.0,1,5,365,5,5,365,365,5.0,365.0,30,52,82,357,4,1,1,2,0,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,486.5839575530586
31902049,2017.0,0,2.0,2.0,0,0,7,3.0,2.0,2.0,999.0,1,5,30,5,5,30,30,5.0,30.0,23,53,83,173,1,1,0,2,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,486.5839575530586
39924077,2019.0,0,0.0,0.0,0,1,8,2.0,3.0,4.0,646.0,5,2,28,2,2,1125,1125,2.0,1125.0,11,31,36,36,9,9,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,486.5839575530586
2794485,2013.0,1,1.0,1.0,0,0,2,1.0,0.0,2.0,138.0,1,5,90,5,5,90,90,5.0,90.0,28,35,65,245,34,5,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,486.5839575530586
39634234,2019.0,1,0.0,0.0,0,1,4,1.0,1.0,1.0,172.0,2,1,1125,1,1,1125,1125,1.0,1125.0,0,17,45,56,7,7,1,2,2,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,486.5839575530586
10291584,2014.0,0,1.0,1.0,1,1,6,1.0,2.0,4.0,898.0,5,4,180,4,4,180,180,4.0,180.0,3,18,43,133,32,16,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,486.5839575530586
15722560,2014.0,0,1.0,1.0,1,1,3,2.0,2.0,2.0,394.0,3,5,20,5,5,20,20,5.0,20.0,27,28,28,28,3,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,486.5839575530586
20759598,2016.0,0,53.0,53.0,1,1,10,5.0,5.0,6.0,1288.0,8,1,90,1,10,90,90,2.5,90.0,9,26,52,315,21,4,0,51,47,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,486.5839575530586
7535098,2014.0,0,1.0,1.0,0,0,4,1.0,1.0,1.0,273.0,1,2,60,2,2,60,60,2.0,60.0,0,0,0,0,3,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,486.5839575530586
16186421,2016.0,0,15.0,15.0,1,1,7,2.0,3.0,7.0,348.0,1,3,30,3,3,30,30,3.0,30.0,14,14,14,14,0,0,0,7,5,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,486.5839575530586
2297316,2013.0,1,2.0,2.0,0,1,2,1.0,1.0,0.0,97.0,2,1,1125,1,1,1125,1125,1.0,1125.0,5,10,10,183,114,2,0,2,0,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,486.5839575530586
2135856,2013.0,0,1.0,1.0,1,1,3,1.0,1.0,1.0,201.0,2,3,1125,3,3,1125,1125,3.0,1125.0,0,3,7,263,69,14,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,486.5839575530586
31669805,2019.0,0,1.0,1.0,0,1,2,1.0,1.0,1.0,189.0,2,7,365,7,30,100,365,20.0,215.1,0,13,43,318,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,486.5839575530586
21581035,2015.0,0,1.0,1.0,1,0,6,1.0,2.0,4.0,401.0,1,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,9,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,486.5839575530586
31084808,2013.0,0,48.0,48.0,0,0,4,1.0,1.0,2.0,252.0,2,1,1125,1,5,90,90,2.1,90.0,22,42,72,347,23,23,1,44,43,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,486.5839575530586
9013057,2015.0,0,1.0,1.0,0,1,4,1.0,1.0,3.0,180.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,11,35,310,4,4,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,486.5839575530586
11609423,2016.0,0,1.0,1.0,0,1,6,3.0,3.0,3.0,948.0,1,5,21,5,5,21,21,5.0,21.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,486.5839575530586
40530791,2013.0,0,0.0,0.0,0,0,4,1.0,1.0,2.0,117.0,2,4,6,4,4,1125,1125,4.0,1125.0,12,14,14,14,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,486.5839575530586
19752764,2015.0,0,2.0,2.0,0,0,2,1.0,0.0,1.0,79.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,486.5839575530586
36056161,2013.0,0,1.0,1.0,0,0,2,1.0,1.0,1.0,1901.0,1,365,1125,365,365,1125,1125,365.0,1125.0,29,59,89,364,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.5839575530586
29541573,2015.0,1,1.0,1.0,1,1,6,1.0,0.0,3.0,252.0,4,2,1125,2,6,1125,1125,2.2,1125.0,10,30,57,298,18,15,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,486.5839575530586
3029299,2013.0,0,1.0,1.0,1,1,6,2.0,2.0,3.0,399.0,4,4,1125,4,4,1125,1125,4.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,486.5839575530586
15806797,2016.0,0,261.0,261.0,1,1,13,3.0,4.0,7.0,592.0,11,3,1125,3,3,1125,1125,3.0,1125.0,12,28,58,232,11,0,0,185,180,5,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,486.5839575530586
40258582,2014.0,0,2.0,2.0,1,0,7,2.0,2.0,2.0,1100.0,1,2,30,2,2,30,30,2.0,30.0,29,52,82,357,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,486.5839575530586
17448340,2016.0,1,16.0,16.0,0,1,10,4.5,5.0,5.0,1742.0,1,3,1125,3,5,1125,1125,3.1,1125.0,11,27,35,304,47,20,1,16,16,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,486.5839575530586
14555489,2016.0,0,1.0,1.0,0,1,4,1.0,1.0,1.0,80.0,2,3,1125,3,5,1125,1125,3.1,1125.0,3,19,49,117,96,28,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,486.5839575530586
5037593,2014.0,0,4.0,4.0,0,1,4,1.0,1.0,2.0,180.0,1,7,1125,7,7,1125,1125,7.0,1125.0,30,52,82,357,6,2,0,4,4,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,486.5839575530586
28540355,2016.0,1,2.0,2.0,0,0,2,1.0,1.0,1.0,63.0,1,2,1125,2,2,1125,1125,2.0,1125.0,27,54,84,359,22,19,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,486.5839575530586
29734771,2016.0,0,53.0,53.0,1,1,6,2.0,2.0,5.0,399.0,1,3,1125,3,3,1125,1125,3.0,1125.0,29,59,89,364,0,0,0,51,47,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,486.5839575530586
8104975,2015.0,0,5.0,5.0,1,0,4,1.0,1.0,4.0,319.0,2,2,1125,2,4,1125,1125,2.0,1125.0,11,35,65,65,7,3,0,5,5,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,486.5839575530586
32268168,2019.0,0,1.0,1.0,0,1,3,1.0,1.0,2.0,109.0,1,14,90,14,14,90,90,14.0,90.0,0,0,0,80,4,4,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,486.5839575530586
7257705,2015.0,0,1.0,1.0,0,1,4,1.0,1.0,2.0,151.0,2,3,89,1,5,89,89,1.1,89.0,0,17,47,149,65,36,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,486.5839575530586
13782177,2013.0,0,0.0,0.0,0,0,10,2.0,3.0,3.0,802.0,1,5,1125,4,5,1125,1125,4.7,1125.0,29,55,85,360,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,486.5839575530586
34566255,2019.0,0,4.0,4.0,0,1,3,1.0,0.0,1.0,129.0,1,12,1125,12,12,1125,1125,12.0,1125.0,0,0,0,0,0,0,1,4,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,486.5839575530586
35598067,2016.0,0,4.0,4.0,0,0,4,1.0,1.0,1.0,747.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,486.5839575530586
22812045,2018.0,0,1.0,1.0,0,0,6,1.0,2.0,2.0,301.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,486.5839575530586
16380608,2014.0,1,2.0,2.0,1,0,5,1.0,1.0,5.0,151.0,4,3,90,3,3,90,90,3.0,90.0,2,12,20,276,71,32,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,486.5839575530586
3039777,2014.0,1,1.0,1.0,1,1,3,1.0,1.0,2.0,88.0,2,3,60,2,4,60,60,2.9,60.0,1,7,19,19,64,24,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,486.5839575530586
40449816,2019.0,0,2.0,2.0,0,1,5,1.0,3.0,3.0,302.0,1,2,20,2,2,20,20,2.0,20.0,29,51,81,81,3,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,486.5839575530586
35646302,2016.0,1,1.0,1.0,0,0,1,1.0,1.0,1.0,97.0,1,1,1125,1,1,1125,1125,1.0,1125.0,8,29,59,59,38,38,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,486.5839575530586
36169863,2012.0,0,3.0,3.0,0,0,2,1.0,1.0,2.0,46.0,1,5,30,5,5,30,30,5.0,30.0,19,41,71,346,2,2,0,3,0,1,2,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,486.5839575530586
39778367,2018.0,0,2.0,2.0,0,0,4,1.0,1.0,1.0,1133.0,1,3,1125,3,5,1125,1125,3.0,1125.0,29,59,89,364,0,0,1,2,2,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,486.5839575530586
33914427,2018.0,1,1.0,1.0,0,1,6,1.0,1.0,4.0,180.0,1,3,10,3,3,10,10,3.0,10.0,4,15,18,258,14,14,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,486.5839575530586
32493630,2018.0,1,3.0,3.0,0,1,6,3.0,3.0,4.0,348.0,5,4,45,4,4,45,45,4.0,45.0,0,0,0,233,29,29,0,2,2,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,486.5839575530586
30716740,2017.0,0,11.0,11.0,0,1,6,1.0,1.0,3.0,290.0,1,1,1125,1,1,1125,1125,1.0,1125.0,21,51,80,355,1,1,1,9,1,8,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,486.5839575530586
11085485,2013.0,0,3.0,3.0,0,0,3,1.0,1.0,1.0,180.0,1,1,30,1,1,30,30,1.0,30.0,0,0,0,0,1,0,0,3,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,486.5839575530586
14093348,2016.0,0,1.0,1.0,0,1,3,1.0,1.0,1.0,499.0,1,8,60,8,8,60,60,8.0,60.0,28,58,88,363,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,486.5839575530586
30658206,2012.0,0,6.0,6.0,0,0,6,1.0,1.0,1.0,298.0,1,5,30,5,5,30,30,5.0,30.0,29,59,89,364,1,1,0,2,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,486.5839575530586
13847588,2016.0,0,1.0,1.0,0,1,4,1.0,2.0,2.0,499.0,1,4,1125,2,4,1125,1125,2.6,1125.0,0,21,51,326,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,486.5839575530586
2090917,2013.0,0,2.0,2.0,1,1,5,1.0,0.0,5.0,802.0,1,4,29,4,4,29,29,4.0,29.0,30,55,85,360,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,486.5839575530586
13943568,2016.0,0,1.0,1.0,1,1,6,1.0,2.0,3.0,601.0,5,5,1125,5,5,1125,1125,5.0,1125.0,0,20,50,325,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,486.5839575530586
10065246,2015.0,0,2.0,2.0,1,0,8,2.0,3.0,0.0,701.0,7,5,1125,5,5,1125,1125,5.0,1125.0,29,59,89,269,1,0,0,2,2,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,486.5839575530586
30068607,2018.0,1,1.0,1.0,0,1,4,1.0,0.0,2.0,243.0,2,1,1125,1,1,1125,1125,1.0,1125.0,5,14,44,238,26,23,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,486.5839575530586
28109268,2018.0,1,4.0,4.0,0,1,3,1.0,0.0,2.0,252.0,2,2,89,2,3,1125,1125,2.0,1125.0,3,21,51,144,15,10,1,3,3,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,486.5839575530586
31150830,2014.0,0,1.0,1.0,0,0,5,2.0,2.0,3.0,255.0,1,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,486.5839575530586
14093268,2015.0,0,2.0,2.0,0,0,2,1.5,1.0,1.0,250.0,1,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,486.5839575530586
1906779,2013.0,1,1.0,1.0,1,1,15,3.0,4.0,8.0,600.0,10,2,1125,2,5,1125,1125,2.5,1125.0,8,25,40,266,33,13,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,486.5839575530586
30756696,2014.0,0,6.0,6.0,0,1,4,1.0,1.0,1.0,252.0,1,3,1125,3,3,1125,1125,3.0,1125.0,28,50,80,80,1,0,0,12,9,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,486.5839575530586
41582310,2018.0,0,4.0,4.0,0,1,4,1.0,1.0,0.0,180.0,1,2,1125,2,2,1125,1125,2.0,1125.0,20,40,70,345,2,2,0,4,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.5839575530586
9646358,2015.0,0,1.0,1.0,0,0,2,1.0,1.0,1.0,218.0,2,2,1125,2,2,1125,1125,2.0,1125.0,11,26,56,97,18,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,486.5839575530586
20968632,2015.0,0,1.0,1.0,0,1,2,1.0,1.0,1.0,71.0,1,2,3,2,2,3,3,2.0,3.0,0,0,0,0,8,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,486.5839575530586
39466290,2019.0,0,23.0,23.0,0,1,8,3.0,3.0,4.0,1049.0,1,7,30,7,7,30,30,7.0,30.0,13,31,56,331,0,0,0,23,23,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,486.5839575530586
19467071,2017.0,0,2.0,2.0,0,1,2,1.0,1.0,1.0,100.0,1,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,486.5839575530586
38785372,2018.0,0,1.0,1.0,0,0,2,1.5,1.0,1.0,84.0,1,1,1125,1,1,1125,1125,1.0,1125.0,28,58,88,363,2,2,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,486.5839575530586
13634902,2016.0,0,53.0,53.0,1,0,6,1.0,3.0,3.0,546.0,6,3,90,1,2,90,90,1.1,90.0,5,14,14,14,2,0,1,51,47,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,486.5839575530586
3283364,2014.0,0,1.0,1.0,0,1,5,1.0,2.0,5.0,802.0,1,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,486.5839575530586
424916,2012.0,1,4.0,4.0,0,1,4,1.0,1.0,1.0,130.0,2,2,89,2,4,89,89,2.0,89.0,26,36,36,301,22,5,0,4,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,486.5839575530586
2560321,2014.0,1,2.0,2.0,1,0,6,2.5,2.0,2.0,588.0,6,2,90,2,2,90,90,2.0,90.0,23,47,69,141,157,22,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,486.5839575530586
25286833,2013.0,1,11.0,11.0,1,1,2,1.5,1.0,1.0,248.0,1,2,1125,2,2,1125,1125,2.0,1125.0,9,27,37,37,53,28,0,5,1,4,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,486.5839575530586
12520644,2014.0,0,3.0,3.0,0,1,8,2.0,4.0,5.0,2589.0,1,7,1125,7,7,1125,1125,7.0,1125.0,0,0,0,0,0,0,0,3,3,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,486.5839575530586
13923268,2014.0,0,19.0,19.0,0,1,6,2.0,3.0,4.0,197.0,5,2,1125,2,10,1125,1125,2.3,1125.0,19,31,49,49,29,23,1,18,18,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,486.5839575530586
9904810,2015.0,0,1.0,1.0,1,1,6,1.0,1.0,1.0,122.0,6,7,14,7,7,14,14,7.0,14.0,0,0,0,0,7,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,486.5839575530586
3145762,2014.0,1,1.0,1.0,1,0,7,1.5,2.0,5.0,252.0,7,2,1125,2,2,1125,1125,2.0,1125.0,26,35,58,327,21,8,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,486.5839575530586
40469887,2013.0,0,2.0,2.0,0,1,5,2.0,2.0,4.0,420.0,4,4,1125,4,4,1125,1125,4.0,1125.0,12,37,67,67,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,486.5839575530586
22793889,2015.0,1,3.0,3.0,0,1,3,2.0,1.0,2.0,298.0,3,3,1125,3,3,1125,1125,3.0,1125.0,24,48,78,350,8,2,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,486.5839575530586
33547030,2018.0,0,6.0,6.0,1,0,2,1.0,1.0,1.0,130.0,1,1,6,1,1,6,6,1.0,6.0,8,31,61,288,1,1,1,16,1,14,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,486.5839575530586
21798966,2016.0,0,1.0,1.0,0,1,2,1.0,0.0,1.0,88.0,2,5,28,5,5,28,28,5.0,28.0,15,41,71,71,19,6,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,486.5839575530586
2856595,2010.0,0,48.0,48.0,1,1,4,1.0,2.0,2.0,629.0,1,3,90,3,10,90,90,3.3,90.0,29,59,89,269,0,0,0,46,46,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,486.5839575530586
3034439,2014.0,0,1.0,1.0,1,1,4,1.0,2.0,2.0,504.0,2,3,1125,3,3,1125,1125,3.0,1125.0,0,0,0,0,2,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,486.5839575530586
40974252,2019.0,0,1.0,1.0,1,1,5,1.0,2.0,3.0,827.0,1,5,1125,5,5,1125,1125,5.0,1125.0,11,17,17,159,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,486.5839575530586
